[02-Feb-2024 12:49:54 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Undefined constant "LOGIN_UserId" in D:\xampp\htdocs\wealth-choice\include\app\Header.php:15
Stack trace:
#0 D:\xampp\htdocs\wealth-choice\app\leads\add.php(55): include()
#1 {main}
  thrown in D:\xampp\htdocs\wealth-choice\include\app\Header.php on line 15
[02-Feb-2024 12:50:35 Asia/Calcutta] PHP Warning:  Undefined array key "DataPersonStatus" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 149
[02-Feb-2024 12:50:35 Asia/Calcutta] PHP Warning:  Undefined array key "DataPersonStatus" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 155
[02-Feb-2024 12:50:35 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:50:35 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:50:35 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:50:35 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:50:35 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:50:56 Asia/Calcutta] PHP Warning:  Undefined array key "DataPersonStatus" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 149
[02-Feb-2024 12:50:56 Asia/Calcutta] PHP Warning:  Undefined array key "DataPersonStatus" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 155
[02-Feb-2024 12:50:56 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:50:56 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:50:56 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:50:56 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:50:56 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 174
[02-Feb-2024 12:51:01 Asia/Calcutta] PHP Warning:  Undefined array key "DataPersonStatus" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 149
