[06-Feb-2024 10:26:39 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Undefined constant "LOGIN_UserId" in D:\xampp\htdocs\wealth-choice\include\app\Header.php:15
Stack trace:
#0 D:\xampp\htdocs\wealth-choice\app\leads\add.php(55): include()
#1 {main}
  thrown in D:\xampp\htdocs\wealth-choice\include\app\Header.php on line 15
[06-Feb-2024 11:05:42 Asia/Calcutta] PHP Warning:  Undefined array key "DataPersonStatus" in D:\xampp\htdocs\wealth-choice\app\data\data_lead.php on line 181
[06-Feb-2024 11:05:42 Asia/Calcutta] PHP Warning:  Undefined array key "DataPersonStatus" in D:\xampp\htdocs\wealth-choice\app\data\data_lead.php on line 187
[06-Feb-2024 11:05:42 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\data_lead.php on line 206
[06-Feb-2024 11:05:42 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\data_lead.php on line 206
[06-Feb-2024 11:05:42 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\data_lead.php on line 206
[06-Feb-2024 11:05:42 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\data_lead.php on line 206
[06-Feb-2024 11:05:42 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\data_lead.php on line 206
[06-Feb-2024 11:16:05 Asia/Calcutta] PHP Warning:  Undefined array key "DataPersonStatus" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 181
[06-Feb-2024 11:16:05 Asia/Calcutta] PHP Warning:  Undefined array key "DataPersonStatus" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 187
[06-Feb-2024 11:16:05 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 206
[06-Feb-2024 11:16:05 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 206
[06-Feb-2024 11:16:05 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 206
[06-Feb-2024 11:16:05 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 206
[06-Feb-2024 11:16:05 Asia/Calcutta] PHP Warning:  Undefined array key "DataManagedBy" in D:\xampp\htdocs\wealth-choice\app\data\index.php on line 206
